playerid,name,position,position_id,team,team_id,value,GW_1,GW_2,GW_3,GW_4,GW_5,GW_6,GW_7,GW_8,GW_9,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_22,GW_23,GW_24,GW_25,GW_26,GW_27,GW_28,GW_29,GW_30,GW_31,GW_32,GW_33,GW_34,GW_35,GW_36,GW_37,GW_38
650,Noël Atom,DEF,2,Brighton,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Nuno Varela Tavares,DEF,2,Nott'm Forest,16,4.0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0
652,Nélson Cabral Semedo,DEF,2,Wolves,20,4.5,2,0,5,0,0,2,2,1,0,1,1,2,1,4,6,2,1,2,2,6,6,0,0,1,2,5,1,4,0,1,1,1,1,1,2,-1,1,-3
653,Odeluga Offiah,DEF,2,Brighton,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
654,Odsonne Edouard,FWD,1,Crystal Palace,11,5.4,7,2,2,13,8,2,0,2,1,2,1,6,2,9,1,1,0,0,0,0,0,1,1,1,2,2,1,1,0,0,1,5,1,1,1,0,1,1
655,Odysseas Vlachodimos,GK,3,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Oleksandr Zinchenko,DEF,2,Arsenal,4,5.0,0,1,1,2,7,1,6,7,0,8,1,10,9,5,1,1,8,2,1,0,6,7,1,0,0,0,0,1,0,0,9,6,1,1,0,0,0,1
657,Oliver Arblaster,MID,4,Sheffield Utd,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,4,2,2,1,2
658,Oliver McBurnie,FWD,1,Sheffield Utd,9,5.4,0,0,1,5,-1,0,2,1,6,0,0,0,5,-2,0,0,2,1,9,0,6,5,0,0,0,1,1,1,0,11,0,8,2,2,0,0,0,0
659,Oliver Norwood,MID,4,Sheffield Utd,9,4.8,2,1,2,2,1,2,0,1,2,1,10,2,1,2,0,0,1,2,0,2,1,0,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0
660,Oliver Scarles,DEF,2,West Ham,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Oliver Skipp,MID,4,Spurs,15,4.6,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
662,Oliwier Zych,GK,3,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Ollie Harrison,MID,4,Chelsea,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Ollie Watkins,FWD,1,Aston Villa,18,8.6,5,5,5,2,5,9,23,5,11,2,2,6,5,11,1,2,9,2,2,8,1,7,18,2,13,9,13,2,2,1,0,13,7,9,2,2,5,2
665,Olu Aina,DEF,2,Nott'm Forest,16,4.5,0,0,0,5,2,1,0,0,1,1,14,4,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,1,0
666,Omar Richards,DEF,2,Nott'm Forest,16,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Omari Forson,MID,4,Man Utd,6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
668,Omari Kellyman,MID,4,Aston Villa,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
669,Orel Mangala,MID,4,Nott'm Forest,16,5.0,1,2,0,3,1,1,2,3,2,1,8,2,2,2,2,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Oscar Bobb,MID,4,Man City,19,4.4,0,0,0,1,1,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,8,0,0,0,3,0,1,0,0,0,1,2,1,0,1,0,1,0
671,Owen Beck,DEF,2,Liverpool,14,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Owen Dodgson,DEF,2,Burnley,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Owen Hampson,MID,4,Sheffield Utd,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Owen Hesketh,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Pablo Fornals Malla,MID,4,West Ham,2,4.7,2,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Pablo Sarabia,MID,4,Wolves,20,4.8,3,4,1,1,0,0,0,0,0,0,0,11,0,1,3,6,2,7,5,3,3,6,2,2,5,10,2,2,0,1,6,7,2,3,0,1,0,0
677,Pape Matar Sarr,MID,4,Spurs,15,4.5,1,10,4,1,2,1,2,3,3,2,4,3,0,0,1,3,2,3,2,6,0,0,1,8,2,0,1,5,2,2,1,1,1,0,3,1,2,3
678,Pascal Groß,MID,4,Brighton,1,6.4,2,1,10,3,10,0,0,2,2,6,2,3,9,0,12,7,1,7,2,3,3,2,11,10,8,7,1,8,0,1,3,2,3,2,2,2,4,2
679,Pau Torres,DEF,2,Aston Villa,18,4.6,0,6,2,1,2,8,2,10,2,2,1,2,8,0,6,6,2,0,0,1,0,0,0,0,2,1,0,0,2,6,0,1,6,2,1,2,1,0
680,Paul Dummett,DEF,2,Newcastle,17,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
681,Pedro Lomba Neto,MID,4,Wolves,20,5.6,1,2,7,10,5,9,4,5,4,5,0,0,0,0,0,0,0,0,0,1,3,13,4,2,5,3,1,1,0,0,0,0,0,0,0,0,0,1
682,Pedro Porro,DEF,2,Spurs,15,5.5,0,6,6,4,2,1,7,6,6,2,0,5,5,0,5,5,8,2,5,2,6,1,1,2,0,0,0,7,1,2,2,11,0,0,2,0,10,14
683,Pelly Ruddock Mpanzu,MID,4,Luton,13,4.7,2,0,1,1,1,1,4,2,2,1,0,1,3,1,2,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
684,Pervis Estupiñán,DEF,2,Brighton,1,5.0,7,11,1,2,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,1,0,1,1,0,6,0,1,0,1,1,0,0,0,0,0
685,Phil Foden,MID,4,Man City,19,7.9,3,9,4,5,2,11,2,2,2,7,6,2,2,9,3,2,5,0,8,12,2,6,20,3,5,11,15,2,0,3,20,0,0,16,0,5,11,15
686,Philip Billing,MID,4,Bournemouth,10,5.2,2,2,2,2,3,2,2,2,6,8,1,0,0,1,4,6,0,5,1,1,1,0,-2,0,0,0,1,2,0,1,3,1,0,1,0,1,0,1
687,Philippe Coutinho Correia,MID,4,Aston Villa,18,5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Pierre-Emerick Aubameyang,FWD,1,Chelsea,8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Pierre-Emile Højbjerg,MID,4,Spurs,15,5.2,0,1,1,0,1,1,1,0,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,0,1,1,1,0,1,1,1,0,1,0,3,1
690,Radek Vítek,GK,3,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Radu Dragusin,DEF,2,Spurs,15,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,6
692,Raheem Sterling,MID,4,Chelsea,8,7.0,2,2,19,2,2,2,0,16,2,2,5,6,6,2,2,1,6,4,0,0,6,2,2,1,8,0,1,1,0,4,1,0,0,1,0,0,6,9
693,Raphaël Varane,DEF,2,Man Utd,6,4.9,14,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,6,0,1,0,1,1,1,2,2,1,0,6,0,1,0,0,0,0,0,0,0,1
694,Rasmus Højlund,FWD,1,Man Utd,6,7.0,0,0,0,1,2,2,2,2,2,2,2,2,0,1,2,0,2,1,7,0,11,10,8,6,13,0,0,0,0,2,2,2,2,7,2,2,8,7
695,Rayan Aït-Nouri,DEF,2,Wolves,20,4.6,1,0,1,0,2,1,2,1,2,0,1,1,1,0,0,0,1,7,2,5,0,0,4,1,2,12,0,10,0,2,8,4,0,2,2,0,1,1
696,Raúl Jiménez,FWD,1,Fulham,12,5.2,1,2,1,2,2,2,1,0,1,1,0,8,2,2,13,9,-2,0,0,7,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,13
697,Reece Burke,DEF,2,Luton,13,4.0,0,0,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,3,1,7,0,0,2,0,0,4,2,0,0
698,Reece James,DEF,2,Chelsea,8,5.3,2,0,0,0,0,0,0,0,1,1,2,4,-3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
699,Reiss Nelson,MID,4,Arsenal,4,4.9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0
700,Remi Matthews,GK,3,Crystal Palace,11,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Remo Freuler,MID,4,Nott'm Forest,16,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Reuell Walters,DEF,2,Arsenal,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Rhian Brewster,FWD,1,Sheffield Utd,9,4.9,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1
704,Rhys Bennett,DEF,2,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Rhys Norrington-Davies,DEF,2,Sheffield Utd,9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Richarlison de Andrade,MID,4,Spurs,15,6.8,2,3,0,1,8,1,5,1,6,3,0,0,0,1,1,15,9,8,1,8,8,7,15,2,2,0,0,0,1,1,1,0,0,0,3,9,0,0
707,Richie Laryea,DEF,2,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Rico Henry,DEF,2,Brentford,3,4.4,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Rico Lewis,DEF,2,Man City,19,4.3,6,0,0,1,1,0,0,6,0,0,1,0,0,1,5,0,8,0,0,1,0,2,0,0,0,0,0,0,0,6,2,8,2,1,0,0,1,0
710,Riyad Mahrez,MID,4,Man City,19,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Rob Holding,DEF,2,Crystal Palace,11,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Robert Sánchez,GK,3,Chelsea,8,4.5,2,2,6,2,10,4,7,2,1,2,3,2,0,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,Robin Olsen,GK,3,Aston Villa,18,3.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,1
714,Rodrigo Bentancur,MID,4,Spurs,15,5.4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,6,1,2,2,1,0,1,1,0,1,1,3,1,0,2,2,1,3
715,Rodrigo Duarte Ribeiro,FWD,1,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
716,Rodrigo Hernandez,MID,4,Man City,19,5.6,13,3,10,1,1,-2,0,0,1,6,6,6,2,1,0,1,2,0,2,10,4,10,2,3,13,3,10,1,0,3,12,5,0,3,3,10,6,8
717,Rodrigo Muniz Carvalho,FWD,1,Fulham,12,4.4,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,2,2,0,1,1,8,13,8,2,11,2,13,6,2,2,2,5,6,2,2,1
718,Romain Faivre,MID,4,Bournemouth,10,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
719,Romelu Lukaku Bolingoli,FWD,1,Chelsea,8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Roméo Lavia,MID,4,Chelsea,8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Ronnie Stutter,FWD,1,Chelsea,8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Roshaun Mathurin,MID,4,Crystal Palace,11,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Ross Barkley,MID,4,Luton,13,4.9,0,0,2,2,0,0,0,1,1,2,2,2,1,5,6,2,0,5,2,8,2,6,13,2,3,0,2,9,2,4,2,2,7,2,2,2,0,0
724,Ryan Christie,MID,4,Bournemouth,10,5.0,2,2,1,2,3,5,2,1,1,2,2,3,2,7,3,3,0,1,3,2,2,1,1,2,1,2,1,12,0,0,3,2,1,5,4,1,3,2
725,Ryan Fraser,MID,4,Newcastle,17,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Ryan Fredericks,DEF,2,Bournemouth,10,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Ryan Giles,DEF,2,Luton,13,4.3,0,0,1,2,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Ryan Gravenberch,MID,4,Liverpool,14,5.0,0,0,0,0,1,1,1,1,3,1,2,0,1,2,1,1,3,1,3,1,1,0,1,0,3,0,0,0,0,1,1,0,0,10,2,1,1,1
729,Ryan Oné,MID,4,Sheffield Utd,9,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,Ryan Sessegnon,DEF,2,Spurs,15,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Ryan Trevitt,MID,4,Brentford,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Ryan Yates,MID,4,Nott'm Forest,16,4.8,2,1,2,2,1,0,0,0,1,1,1,0,1,3,0,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,0,1,7,2,4
733,Rúben Gato Alves Dias,DEF,2,Man City,19,5.5,0,7,2,2,2,6,-1,2,1,6,0,0,2,1,2,2,1,0,0,1,1,0,2,6,8,6,2,0,0,6,2,1,2,0,0,0,14,2
734,Rúnar Alex Rúnarsson,GK,3,Arsenal,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Sam Curtis,DEF,2,Sheffield Utd,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
736,Sam Johnstone,GK,3,Crystal Palace,11,4.5,6,2,2,1,1,8,9,9,1,1,9,1,1,2,1,2,0,0,0,0,0,0,0,0,3,6,1,2,0,0,0,0,0,0,0,0,0,0
737,Sam Proctor,GK,3,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Sam Surridge,FWD,1,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,Saman Ghoddos,MID,4,Brentford,3,4.5,0,0,0,0,0,0,1,1,5,0,1,1,2,2,2,2,1,0,2,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1
740,Samuel Bastien,MID,4,Burnley,5,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Samy Chouchane,MID,4,Brighton,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Sander Berge,MID,4,Burnley,5,4.7,2,0,1,1,1,1,9,2,1,1,2,2,2,3,1,2,2,9,1,-2,0,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2
743,Sandro Tonali,MID,4,Newcastle,17,5.3,6,1,3,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Santiago Bueno,DEF,2,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1
745,Sasa Kalajdzic,FWD,1,Wolves,20,4.9,1,0,6,1,0,0,0,1,8,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Saïd Benrahma,MID,4,West Ham,2,5.7,2,2,4,3,1,0,1,1,0,0,2,0,1,0,0,1,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Saša Lukić,MID,4,Fulham,12,4.4,3,2,1,0,0,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,3,2,8,2,1,0,3,2,1,3,0,0
748,Scott Carson,GK,3,Man City,19,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Scott McKenna,DEF,2,Nott'm Forest,16,4.4,1,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Scott McTominay,MID,4,Man Utd,6,4.7,1,0,1,0,2,3,0,14,7,2,3,3,3,2,14,2,3,2,1,1,1,6,4,6,1,1,2,2,0,1,1,0,0,1,1,0,4,3
751,Scott Twine,MID,4,Burnley,5,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Seamus Coleman,DEF,2,Everton,7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,6,0,1,0,0,0,0,0,0,-1,1,8,-1,0,0,1,7,1
753,Sean Longstaff,MID,4,Newcastle,17,4.9,1,1,1,4,3,11,3,1,7,1,2,2,0,0,0,1,3,2,2,4,2,2,13,2,2,2,3,2,0,2,2,2,3,1,2,8,11,2
754,Sepp van den Berg,DEF,2,Liverpool,14,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Serge Aurier,DEF,2,Nott'm Forest,16,4.5,1,10,0,6,0,0,2,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Sergi Canós Tenés,MID,4,Brentford,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Sergio Gómez,DEF,2,Man City,19,3.9,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
758,Sergio Reguilón,DEF,2,Brentford,3,4.4,0,0,0,0,1,5,0,0,0,1,0,8,0,1,0,0,0,1,0,1,1,0,1,12,5,-1,4,0,-3,0,1,9,8,7,1,8,2,1
759,Shandon Baptiste,MID,4,Brentford,3,4.3,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
760,Shea Charles,MID,4,Man City,19,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Shola Shoretire,FWD,1,Man Utd,6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Simon Adingra,MID,4,Brighton,1,5.0,6,0,1,1,5,2,1,7,2,2,2,9,1,2,2,10,2,1,0,0,0,0,0,0,15,2,1,3,0,2,3,2,2,1,2,2,4,2
763,Siriki Dembélé,MID,4,Bournemouth,10,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Sofyan Amrabat,MID,4,Man Utd,6,5.0,0,0,0,0,0,1,1,2,2,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,3,2
765,Solly March,MID,4,Brighton,1,6.2,9,15,2,3,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Son Heung-min,MID,4,Spurs,15,9.6,2,3,3,20,2,14,7,3,14,10,2,2,2,10,2,17,2,7,5,9,0,0,0,4,2,0,7,17,2,10,2,5,1,0,9,7,4,7
767,Stefan Bajcetic,MID,4,Liverpool,14,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
768,Stefan Ortega Moreno,GK,3,Man City,19,3.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,8,2,1,0,0,1,0,2,2
769,Steve Cook,DEF,2,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Steven Alzate,MID,4,Brighton,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Steven Benda,GK,3,Fulham,12,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Sven Botman,DEF,2,Newcastle,17,4.5,5,2,2,0,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,2,0,3,1,-2,6,1,0,0,0,0,0,0,0,0,0,0
773,Sydie Peck,MID,4,Sheffield Utd,9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,Tahith Chong,MID,4,Luton,13,4.8,2,0,2,2,1,0,0,1,2,1,6,1,1,1,1,1,0,0,0,1,1,1,0,1,10,0,7,10,2,9,1,2,2,2,2,1,2,2
775,Taiwo Awoniyi,FWD,1,Nott'm Forest,16,6.4,7,7,6,5,5,1,2,0,0,1,2,6,0,0,0,0,0,0,0,0,0,5,2,2,7,4,1,1,0,0,0,0,0,0,0,1,1,1
776,Takehiro Tomiyasu,DEF,2,Arsenal,4,4.5,1,3,0,1,1,0,1,1,1,7,2,2,7,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,6,6,9
777,Tanguy Ndombélé Alvaro,MID,4,Spurs,15,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Tariq Lamptey,DEF,2,Brighton,1,3.9,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,2,0,6,0,1,0,1,1,1,0,0,0,0,2,1
779,Tawanda Chirewa,MID,4,Wolves,20,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,0,1,0,0
